X,Y
4.753198042323167,31.006671497963907
7.482920440979423,19.833870068295973
1.001029373356104,21.695539535831706
3.7209931536865577,30.52287428394075
2.3208030173540175,25.17561059081897
1.8310473529191802,25.057373260443512
2.676341902399038,24.757657680647423
4.11004654338743,27.394968079511987
4.570907268076029,29.99456935416278
5.849350606030212,34.09723706316173
4.772750629629654,30.49193637334973
7.166975503570836,35.18688305635687
2.840070247583657,23.775412489701406
8.90305692751851,41.1675857384216
1.2464883387813355,22.644825471269016
7.03420759160562,42.01343946284165
4.755743221304143,35.213232022850214
6.028208456011765,33.172578393585084
2.263482447357104,23.677513997427948
2.782913401763909,23.78829539250934
8.206701118079831,39.888893825158114
9.714354181474578,40.18001717930651
3.8208176034331855,26.3278330302392
7.230903541023826,34.77705174850792
8.887502370664345,32.26474577092579
9.051459971534626,44.42112895832284
1.7653979023280013,22.74143597431187
1.3514930490959411,24.35789974980094
2.5284737760811202,26.077165587298197
8.903282530864718,43.09136235836249
1.8851215044974508,21.70620114305947
4.78996862504547,30.391273790075825
9.621005771354518,46.366909432720114
5.798487564757154,26.066954049429583
7.226894025554261,32.52985512057896
3.8396406790545665,27.804509498321877
7.178508349134253,24.50008255053632
8.511631047076357,39.705782560237594
1.1645944960977261,23.31462302518747
7.751298834504707,28.840232758600227
9.899749800158453,43.269817082543256
7.733490889418555,25.318449973697327
3.5239959285796467,26.911629040051412
8.103513956063397,23.11359408596722
1.9290340591987782,26.021321072172793
5.0310417355831465,32.11927914322887
9.17735952783786,38.128800401122774
3.6425273353631153,24.461507283578236
3.5899780472771385,31.752711921413358
2.170257149064499,28.609630932386366
1.1743026208326737,20.166772268785948
7.109519796459018,43.00757223909293
2.9046530440005314,30.53706680270479
3.389919934350036,27.925672456961365
5.424158433523044,24.3432970554006
1.4802629060537233,24.238503860783037
6.167058449428118,31.21837082125209
2.3205571741522912,23.239682002860384
6.303749832129558,24.85352089803891
7.297825240188381,38.6133769141821
1.9210098594504326,25.365009524971928
4.726503890376115,26.505887361151636
7.249601419549706,38.27317379133051
4.727613425742124,24.04522313426948
1.4495811305147845,24.061524882125386
5.823067653239605,31.917299835631606
6.974151806978099,32.64713770208107
5.634002008524777,30.694767566861245
9.50135280391732,47.25829953198729
6.278995364517936,37.26982193722856
9.130617237590952,43.09557969242344
2.2372723373161376,24.78261978257439
2.253487125256827,24.6823431603379
8.266521598385715,41.64489698859765
4.579091532869802,30.22279693311326
2.488187774052395,26.674691613827264
9.347577223564304,35.79631395834594
4.129892737709559,18.204166675932065
7.7573089282254,43.57310121531503
7.533981868154063,51.54462874263416
8.949754820852288,41.84961319828528
6.61304986350048,32.56376817520665
7.758481906246034,34.45835973577232
4.140085077800583,27.787275689345005
3.429351025885235,26.918405023984146
9.062975963764602,27.95712315800244
4.852820708841654,27.19627472386078
9.68356042433547,29.712351318436106
6.970973480366033,35.67631931670353
6.595261481882096,31.234096997591525
2.032713756580377,25.072050383825136
9.54540332836364,37.42319453424557
5.0492092013194645,35.0786311085711
6.205506529484186,33.73609907797169
4.673231224851531,39.584108827398204
3.1332428221872495,20.324726394449595
9.130415685060283,32.354213092750705
6.163115380050573,37.8821984869353
1.0258329432804307,24.645305687945644
6.554304222586515,31.478980471710734
