X,Y
4.923954119278034,37.30974385562327
1.2333360864510219,22.921122902693842
5.946962300908382,46.644142675175395
4.917901533564492,42.42088487503474
4.783310218787401,39.937590988507566
3.9730133890348673,41.89854815348119
2.8418377063405824,20.519391009780072
6.573438697155973,53.07131325273351
3.6968920630707083,35.38682016642855
3.4014454759258,30.921551035904603
6.590204494923654,53.81867996709304
5.762278848493351,32.09337828746695
2.211219508104402,31.863704994225877
5.622203091391718,45.04140569497656
2.6599587908222375,22.634127585726276
8.068016330350062,57.50554442503376
8.6857776337554,56.90845597477042
5.448131536437351,55.1671320225095
8.619053368217212,67.27193045541019
1.7168092930815488,25.787495827483294
5.547214811095335,39.13980484834329
1.5875785394819029,20.020819724514478
4.853100948376505,37.64025659997359
1.8687782409455131,21.54271867353858
2.144439745311497,21.21096838620498
6.370707780807362,43.89867752668958
3.0341080054381226,28.789642565936923
1.9625111587898467,22.2281363252863
2.9827558636350373,26.420829568493243
4.1484365650296935,31.097723202529373
5.210087361240702,53.80262798560181
2.815689036384688,21.712578942924015
6.763660526934233,43.71122898206083
5.347628519965765,43.90012110472686
5.547130480166942,41.11775205045209
4.482033860067034,39.52929283966457
8.142737089974194,59.70958542504604
6.22003760990026,52.413256366125395
2.4606873865208247,31.063261178678523
7.306771119464406,46.565050681729076
9.680959720803296,68.95051501082472
5.500075250531951,33.67578761128097
9.005680575515305,59.45629639242592
4.074522874039987,32.88174340059114
6.104297148649383,40.21749056159475
4.84791366966499,42.19790095196335
4.930725367241191,38.73734396730805
7.9890326649739025,60.0444369717157
5.820437561478907,36.689860418281185
9.5836800425038,67.1499596717294
5.897873441332919,46.9790679484987
1.7388543004752233,24.32679237890865
4.297081615075184,29.39135531963325
8.657654536040514,57.02940208835345
4.656475387431557,30.549003880835706
1.2448212930536462,10.810846786543486
3.22459515097618,47.52170276043789
1.6042993366325922,27.875803283364327
9.944668102791455,73.6863047759487
9.735222820394561,61.53104750942358
8.202325160193281,59.49261569902356
6.416354092649207,50.56885182463068
7.884638744065134,57.43077278866167
2.5230290192576015,27.633442549860355
3.637209086374958,32.044807640904615
5.716601877703278,33.23494807518914
4.20961853010483,39.09881308255744
1.4111106872086006,24.173037938257366
9.848381008214915,69.83133870832879
4.972194274193621,38.48976092665047
5.536003954412374,51.38908071442304
3.9118718578122893,32.32185490809822
3.3377027747242334,25.41137778189188
4.482008967886862,42.100863195805026
8.488152096710508,55.09902918576138
7.630723506584016,46.880015997355805
4.412895102474737,37.688593744302906
1.1171560302509556,24.36829086651754
8.176644451293342,57.09042040067517
3.4244991783667107,34.609624136457235
6.244163996761311,66.76428310283256
1.229958476647235,25.255396769795734
6.9598181734149325,57.45789244865944
4.487710832859533,27.509325295334445
5.473664188610614,44.19358852525727
4.734152536372185,42.541172848884415
4.157847111714764,33.96684010051053
5.9588011479197736,40.41410835127189
9.756196208873424,65.76358183780067
2.0149859371426433,23.501842507433558
3.819326755867422,31.127855864924076
1.3761793883377904,27.628399780278865
7.645597827588103,59.90581997964413
6.917611488931396,51.101204125547476
2.931721717599583,27.387469314417363
4.750780961758034,241.3257583961174
6.7945774073337555,253.12017918973575
6.953331940438972,252.91976953858045
2.5342942013539362,220.40464925848573
8.934870121736937,257.9842617219035
